,,,,
,Ngày,Mã Cửa Hàng,Doanh Thu,Chi Phí
,7-Jan,CH 0999,27793,24453
,7-Jan,CH 1000,35350,31774
,7-Jan,CH 1001,32257,29075
,7-Jan,CH 1002,17178,15963
,7-Jan,CH 1003,21463,18261
,7-Jan,CH 1004,11333,9796
,7-Jan,CH 1005,54748,49015
,7-Jan,CH 1006,26752,24376
,7-Jan,CH 1007,7402,6854
,7-Jan,CH 1008,27460,22285
,7-Jan,CH 1009,38035,35683
,7-Jan,CH 1010,28607,23221
,7-Jan,CH 1011,37733,34562
,7-Jan,CH 1012,27418,23610
,7-Jan,CH 1013,8222,6726
,7-Jan,CH 1014,33730,30914
,7-Jan,CH 1015,57689,54686
,7-Jan,CH 1016,21211,17025
,7-Jan,CH 1017,16387,13398
,7-Jan,CH 1018,38843,36739
,7-Jan,CH 1019,46616,39350
,7-Jan,CH 1020,37342,33759
,7-Jan,CH 1021,32813,27577
,7-Jan,CH 1022,14993,12903
,7-Jan,CH 1023,13297,11986
,7-Jan,CH 1024,13196,11999
,7-Jan,CH 1025,11937,10082
,7-Jan,CH 1026,26604,23730
,7-Jan,CH 1027,24459,22029
,7-Jan,CH 1028,40384,32486
,7-Jan,CH 1029,17297,14615
,7-Jan,CH 1030,20027,18270
,7-Jan,CH 1031,46350,41742
,7-Jan,CH 1032,28170,22742
,7-Jan,CH 1033,10349,9774
,7-Jan,CH 1034,61640,51918
,7-Jan,CH 1035,1861,1498
,7-Jan,CH 1036,28204,24398
,7-Jan,CH 1037,16631,13391
,7-Jan,CH 1038,21379,17492
,7-Jan,CH 1039,18411,16902
,7-Jan,CH 1040,22985,19763
,7-Jan,CH 1041,27621,25873
,7-Jan,CH 1042,10156,9004
,7-Jan,CH 1043,25064,21146
,7-Jan,CH 1044,44063,36511
,7-Jan,CH 1045,12773,11210
,7-Jan,CH 1046,10723,8589
,7-Jan,CH 1047,20861,18074
,7-Jan,CH 1048,21282,19892
,7-Jan,CH 1049,28654,26564
,7-Jan,CH 1050,36763,34370
,7-Jan,CH 1051,26826,23466
,7-Jan,CH 1052,19859,16032
,7-Jan,CH 1053,5813,4983
,7-Jan,CH 1054,8193,6862
,7-Jan,CH 1055,11922,10584
,7-Jan,CH 1056,26530,24148
,7-Jan,CH 1057,40389,33746
,7-Jan,CH 1058,35228,31808
,7-Jan,CH 1059,24314,20365
,7-Jan,CH 1060,23801,21759
,7-Jan,CH 1061,52866,47235
,7-Jan,CH 1062,1184,1105
,7-Jan,CH 1063,26804,22660
,7-Jan,CH 1064,28766,24642
,7-Jan,CH 1065,23439,19221
,7-Jan,CH 1066,5883,4958
,7-Jan,CH 1067,35661,30617
,7-Jan,CH 1068,22044,20019
,7-Jan,CH 1069,28719,24005
,7-Jan,CH 1070,18458,16679
,7-Jan,CH 1071,45384,40528
,7-Jan,CH 1072,38669,32880
,7-Jan,CH 1073,30596,27097
,7-Jan,CH 1074,17280,13932
,7-Jan,CH 1075,6498,5517
,7-Jan,CH 1076,14349,12345
,7-Jan,CH 1077,47882,41850
,7-Jan,CH 1078,26758,24474
,7-Jan,CH 1079,21868,17991
,7-Jan,CH 1080,12172,10788
,7-Jan,CH 1081,10208,8369
,7-Jan,CH 1082,22490,18087
,7-Jan,CH 1083,21081,19968
,7-Jan,CH 1084,21094,18829
,7-Jan,CH 1085,26505,21880
,7-Jan,CH 1086,15005,12685
,7-Jan,CH 1087,2219,1798
,7-Jan,CH 1088,47773,42272
,7-Jan,CH 1089,23953,20086
,7-Jan,CH 1090,24955,21518
,7-Jan,CH 1091,19999,17107
,7-Jan,CH 1092,17189,15571
,7-Jan,CH 1093,27836,23967
,7-Jan,CH 1094,15456,14549
,7-Jan,CH 1095,46338,41967
,7-Jan,CH 1096,38762,34731
,7-Jan,CH 1097,30086,25285
,7-Jan,CH 1098,39157,34496
,7-Jan,CH 1099,23562,21397
,7-Jan,CH 1100,26067,24418
,7-Jan,CH 1101,35817,32835
,7-Jan,CH 1102,21864,17728
,7-Jan,CH 1103,33776,29008
,7-Jan,CH 1104,9967,8298
,7-Jan,CH 1105,27648,23861
,7-Jan,CH 1106,23356,21028
,7-Jan,CH 1107,23078,20759
,7-Jan,CH 1108,27207,23998
,7-Jan,CH 1109,31289,29274
,7-Jan,CH 1110,34366,30367
,7-Jan,CH 1111,57715,47748
,7-Jan,CH 1112,19554,18330
,7-Jan,CH 1113,34615,32585
,7-Jan,CH 1114,26945,22568
,7-Jan,CH 1115,21678,17923
,7-Jan,CH 1116,37506,31434
,7-Jan,CH 1117,34365,29067
,7-Jan,CH 1118,18546,15151
,7-Jan,CH 1119,29814,25839
,7-Jan,CH 1120,5540,4874
,7-Jan,CH 1121,37436,35221
,7-Jan,CH 1122,38699,36046
,7-Jan,CH 1123,18956,17422
,7-Jan,CH 1124,23680,19347
,7-Jan,CH 1125,24584,19855
,7-Jan,CH 1126,32390,26174
,7-Jan,CH 1127,33224,28966
,7-Jan,CH 1128,7142,6088
,7-Jan,CH 1129,1849,1744
,7-Jan,CH 1130,36978,33330
,7-Jan,CH 1131,34656,31019
,7-Jan,CH 1132,29710,27341
,7-Jan,CH 1133,38576,31979
,7-Jan,CH 1134,14994,12177
,7-Jan,CH 1135,14856,13513
,7-Jan,CH 1136,27145,21975
,7-Jan,CH 1137,15045,13173
,7-Jan,CH 1138,39151,37120
,7-Jan,CH 1139,13235,10819
,7-Jan,CH 1140,41991,33631
,7-Jan,CH 1141,22714,18863
,7-Jan,CH 1142,31018,26549
,7-Jan,CH 1143,21258,17287
,7-Jan,CH 1144,14805,12202
,7-Jan,CH 1145,20511,19138
,7-Jan,CH 1146,21455,19700
,7-Jan,CH 1147,16848,13744
,7-Jan,CH 1148,20195,18949
,7-Jan,CH 1149,18564,15436
,7-Jan,CH 1150,8322,7900
,7-Jan,CH 1151,13611,11132
,7-Jan,CH 1152,49199,44870
,7-Jan,CH 1153,35788,30442
,7-Jan,CH 1154,33037,30064
,7-Jan,CH 1155,57368,52594
,7-Jan,CH 1156,45924,40492
,7-Jan,CH 1157,31966,26292
,7-Jan,CH 1158,26767,25126
,7-Jan,CH 1159,43209,35241
,7-Jan,CH 1160,45331,40137
,7-Jan,CH 1161,43022,37936
,7-Jan,CH 1162,20909,18527
,7-Jan,CH 1163,37975,35156
,7-Jan,CH 1164,14365,11598
,7-Jan,CH 1165,47881,40007
,7-Jan,CH 1166,31748,27659
,7-Jan,CH 1167,40343,32423
,7-Jan,CH 1168,25664,23579
,7-Jan,CH 1169,20989,16793
,7-Jan,CH 1170,44319,39525
,7-Jan,CH 1171,35860,31381
,7-Jan,CH 1172,27460,25773
,7-Jan,CH 1173,38736,33669
,7-Jan,CH 1174,22753,19861
,7-Jan,CH 1175,33166,29407
,7-Jan,CH 1176,3464,3278
,7-Jan,CH 1177,32703,28501
,7-Jan,CH 1178,22835,20288
,7-Jan,CH 1179,16587,13645
,7-Jan,CH 1180,21791,18821
,7-Jan,CH 1181,29905,27020
,7-Jan,CH 1182,36280,32527
,7-Jan,CH 1183,35420,29846
,7-Jan,CH 1184,42518,38997
,7-Jan,CH 1185,25898,21089
,7-Jan,CH 1186,36795,34804
,7-Jan,CH 1187,44206,38324
,7-Jan,CH 1188,28147,26133
,7-Jan,CH 1189,15998,13357
,7-Jan,CH 1190,14009,11570
,7-Jan,CH 1191,47883,40069
,7-Jan,CH 1192,22329,17975
,7-Jan,CH 1193,10686,8684
,7-Jan,CH 1194,36522,30059
,7-Jan,CH 1195,47429,44716
,7-Jan,CH 1196,36371,30407
,7-Jan,CH 1197,14099,12587
,7-Jan,CH 1198,38363,31292
,7-Jan,CH 1199,32285,29318
,7-Jan,CH 1200,33916,27394
,7-Jan,CH 1201,28805,25211
,7-Jan,CH 1202,33586,30773
,7-Jan,CH 1203,33646,27047
,7-Jan,CH 1204,35178,33100
,7-Jan,CH 1205,36845,34015
,7-Jan,CH 1206,41600,33938
,7-Jan,CH 1207,26875,23557
,7-Jan,CH 1208,17330,13943
,7-Jan,CH 1209,5367,4301
,7-Jan,CH 1210,39056,35644
,7-Jan,CH 1211,40157,35231
,7-Jan,CH 1212,47888,44239
,7-Jan,CH 1213,30704,26167
,7-Jan,CH 1214,20783,19684
,7-Jan,CH 1215,44120,38552
,7-Jan,CH 1216,30485,26402
,7-Jan,CH 1217,22501,20986
,7-Jan,CH 1218,26376,21795
,7-Jan,CH 1219,12476,10079
,7-Jan,CH 1220,19783,17717
,7-Jan,CH 1221,49519,45920
,7-Jan,CH 1222,24954,22468
,7-Jan,CH 1223,16535,14204
,7-Jan,CH 1224,6580,6128
,7-Jan,CH 1225,32310,28984
,7-Jan,CH 1226,12970,10754
,7-Jan,CH 1227,35787,32562
,7-Jan,CH 1228,43499,37638
,7-Jan,CH 1229,27941,24052
,7-Jan,CH 1230,28312,24293
,7-Jan,CH 1231,23191,21851
,7-Jan,CH 1232,27285,22857
,7-Jan,CH 1233,26827,23970
,7-Jan,CH 1234,55224,51680
,7-Jan,CH 1235,17967,14788
,7-Jan,CH 1236,26950,25232
,7-Jan,CH 1237,21270,18314
,7-Jan,CH 1238,46596,42563
,7-Jan,CH 1239,26364,24622
,7-Jan,CH 1240,18127,17073
,7-Jan,CH 1241,36753,34797
,7-Jan,CH 1242,21308,17503
,7-Jan,CH 1243,19503,16788
,7-Jan,CH 1244,23549,21479
,7-Jan,CH 1245,37528,30407
,7-Jan,CH 1246,22342,18705
,7-Jan,CH 1247,25658,23226
,7-Jan,CH 5888,7797,6703
,7-Jan,CH 1248,22192,18839
,7-Jan,CH 1249,4086,3867
,7-Jan,CH 1250,31340,27206
,7-Jan,CH 1251,34158,29974
,7-Jan,CH 1252,22407,19077
,7-Jan,CH 1253,34633,30851
,7-Jan,CH 1254,8174,7599
,7-Jan,CH 1255,53251,49496
,7-Jan,CH 1256,21415,19665
,7-Jan,CH 1257,55459,44755
,7-Jan,CH 1258,40322,32909
,7-Jan,CH 1259,28871,25968
,7-Jan,CH 1260,6779,6201
,7-Jan,CH 1261,21070,19821
,7-Jan,CH 1262,22906,20217
,7-Jan,CH 1263,25614,22385
,7-Jan,CH 1264,23501,19739
,7-Jan,CH 1265,20266,16305
,7-Jan,CH 1266,23782,20002
,7-Jan,CH 1267,49718,40741
,7-Jan,CH 1268,17236,15582
,7-Jan,CH 1269,34631,29813
,7-Jan,CH 1270,45080,42437
,7-Jan,CH 1271,20900,18681
,7-Jan,CH 1272,15180,12715
,7-Jan,CH 1273,34391,29382
,7-Jan,CH 1274,24519,20293
,7-Jan,CH 1275,21559,19625
,7-Jan,CH 1276,17892,15000
,7-Jan,CH 1277,23905,20087
,7-Jan,CH 1278,38221,31691
,7-Jan,CH 1279,35622,29335
,7-Jan,CH 1280,20514,17369
,7-Jan,CH 1281,16727,13966
,7-Jan,CH 1282,45997,37626
,7-Jan,CH 1283,16720,14281
,7-Jan,CH 1284,55047,45419
,7-Jan,CH 1285,36717,30733
,7-Jan,CH 1286,24291,22766
,7-Jan,CH 1287,12073,9668
,7-Jan,CH 1288,22672,20620
,7-Jan,CH 1289,26900,23875
,7-Jan,CH 1290,30276,26633
,7-Jan,CH 1291,57244,47378
,7-Jan,CH 1292,22878,19418
,7-Jan,CH 1293,48419,42863
,7-Jan,CH 1294,33657,29707
,7-Jan,CH 1295,47364,39161
,7-Jan,CH 1296,35214,30547
,7-Jan,CH 1297,56822,51555
,7-Jan,CH 1298,8573,7771
,7-Jan,CH 1299,17970,15114
,7-Jan,CH 1300,13464,12704
,7-Jan,CH 1301,23527,20989
,7-Jan,CH 1302,46152,42368
,7-Jan,CH 1303,19597,15818
,7-Jan,CH 1304,2257,1943
,7-Jan,CH 1305,20804,17361
,7-Jan,CH 1306,8908,7422
,7-Jan,CH 1307,20643,17838
,7-Jan,CH 1308,23938,21685
,7-Jan,CH 1309,15797,14161
,7-Jan,CH 1310,32314,26838
,7-Jan,CH 1311,14116,13052
,7-Jan,CH 1312,33043,30951
,7-Jan,CH 1313,13913,12697
,7-Jan,CH 1314,37224,34904
,7-Jan,CH 1315,39122,31851
,7-Jan,CH 1316,38710,34468
,7-Jan,CH 1317,27902,24255
,7-Jan,CH 1318,26202,24327
,7-Jan,CH 1319,14092,11609
,7-Jan,CH 1320,40595,36546
,7-Jan,CH 1321,25444,23043
,7-Jan,CH 1322,65,58
,7-Jan,CH 1323,34417,29099
,7-Jan,CH 1324,47603,44991
,7-Jan,CH 1325,38089,34749
,7-Jan,CH 1326,35377,31563
,7-Jan,CH 1327,27610,23883
,7-Jan,CH 1328,50560,40543
,7-Jan,CH 1329,32884,26649
,7-Jan,CH 1330,30689,28309
,7-Jan,CH 1331,16867,13506
,7-Jan,CH 1332,5067,4217
,7-Jan,CH 1333,21329,19321
,7-Jan,CH 1334,48639,46065
,7-Jan,CH 1335,12824,10950
,7-Jan,CH 1336,24541,19923
,7-Jan,CH 1337,12968,10792
,7-Jan,CH 1338,9174,7574
,7-Jan,CH 1339,13647,11515
,7-Jan,CH 1340,35050,29902
,7-Jan,CH 1341,43733,40208
,7-Jan,CH 1342,13800,11944
,7-Jan,CH 1343,8320,7558
,7-Jan,CH 1344,27183,23192
,7-Jan,CH 1345,10184,9113
,7-Jan,CH 1346,10362,8550
,7-Jan,CH 1347,31660,29634
,7-Jan,CH 1348,8702,7944
,7-Jan,CH 1349,2612,2476
,7-Jan,CH 1350,17123,14140
,7-Jan,CH 1351,32804,27974
,7-Jan,CH 1352,51848,43566
,7-Jan,CH 1353,28270,23095
,7-Jan,CH 1354,16802,14107
,7-Jan,CH 1355,15009,13648
,7-Jan,CH 1356,48133,45477
,7-Jan,CH 1357,36868,33488
,7-Jan,CH 1358,41269,34060
,7-Jan,CH 1359,33744,27716
,7-Jan,CH 1360,38740,31968
,7-Jan,CH 1361,22910,19728
,7-Jan,CH 1362,14161,12350
,7-Jan,CH 1363,14856,12518
,7-Jan,CH 1364,11258,10692
,7-Jan,CH 1365,5549,5020
,7-Jan,CH 1366,22780,19515
,7-Jan,CH 1367,46599,40378
,7-Jan,CH 1368,30491,26405
,7-Jan,CH 1369,33579,31478
,7-Jan,CH 1370,30879,27305
,7-Jan,CH 1371,29456,24953
,7-Jan,CH 1372,30978,28791
,7-Jan,CH 1373,30316,26503
,7-Jan,CH 1374,30189,26486
,7-Jan,CH 1375,21449,19438
,7-Jan,CH 1376,25019,20361
,7-Jan,CH 1377,34841,31574
,7-Jan,CH 1378,33030,27626
,7-Jan,CH 1379,29535,27031
,7-Jan,CH 1380,52389,44474
,7-Jan,CH 1381,24725,21725
,7-Jan,CH 1382,7463,6636
,7-Jan,CH 1383,24473,20109
,7-Jan,CH 1384,14013,11871
,7-Jan,CH 1385,33112,27738
,7-Jan,CH 1386,18985,15548
,7-Jan,CH 1387,31106,26560
,7-Jan,CH 1388,15455,12874
,7-Jan,CH 1389,40790,32939
,7-Jan,CH 1390,14692,13546
,7-Jan,CH 1391,20402,17087
,7-Jan,CH 1392,25097,21867
,7-Jan,CH 1393,10962,9320
,7-Jan,CH 1394,19460,17485
,7-Jan,CH 1395,26781,23651
,7-Jan,CH 1396,18988,16884
,7-Jan,CH 1397,23779,19255
,7-Jan,CH 1398,39181,33099
,7-Jan,CH 1399,58303,55181
,7-Jan,CH 1400,48182,43716
,7-Jan,CH 1401,34132,32178
,7-Jan,CH 1402,48379,39989
,7-Jan,CH 1403,56680,49936
,7-Jan,CH 1404,49179,41770
,7-Jan,CH 1405,50319,46309
,7-Jan,CH 1406,24250,20633
,7-Jan,CH 1407,21447,19728
,7-Jan,CH 1408,32819,29441
,7-Jan,CH 1409,38669,36345
,7-Jan,CH 1410,21318,17108
,7-Jan,CH 1411,19157,17922
,7-Jan,CH 1412,26222,22308
,7-Jan,CH 1413,9165,7584
,7-Jan,CH 1414,42165,35698
,7-Jan,CH 1415,6436,5876
,7-Jan,CH 1416,45168,37708
,7-Jan,CH 1417,4143,3600
,7-Jan,CH 1418,22668,20053
,7-Jan,CH 1419,33408,27217
,7-Jan,CH 1420,27703,25883
,7-Jan,CH 1421,9034,8198
,7-Jan,CH 1422,32090,29378
,7-Jan,CH 1423,20773,18818
,7-Jan,CH 1424,49937,44339
,7-Jan,CH 1425,45098,36109
,7-Jan,CH 1426,34238,29726
,7-Jan,CH 1427,55311,47444
,7-Jan,CH 1428,40960,34748
,7-Jan,CH 1429,31679,29089
,7-Jan,CH 1430,46359,42798
,7-Jan,CH 1431,40808,37945
,7-Jan,CH 1432,20171,18596
,7-Jan,CH 1433,24970,22105
,7-Jan,CH 1434,31475,28964
,7-Jan,CH 1435,12859,12210
,7-Jan,CH 1436,45518,38136
,7-Jan,CH 1437,47603,40310
,7-Jan,CH 1438,32365,29296
,7-Jan,CH 1439,29454,26855
,7-Jan,CH 1440,24151,21226
,7-Jan,CH 1441,52097,42625
,7-Jan,CH 1442,32568,28863
,7-Jan,CH 1443,38526,31154
,7-Jan,CH 1444,40091,34772
,7-Jan,CH 1445,46444,43551
,7-Jan,CH 1446,53032,47543
,7-Jan,CH 1447,50470,46905
,7-Jan,CH 1448,34956,30902
,7-Jan,CH 1449,20047,17968
,7-Jan,CH 1450,43766,35365
,7-Jan,CH 1451,17947,16249
,7-Jan,CH 1452,23866,19586
,7-Jan,CH 1453,22104,18701
,7-Jan,CH 1454,43376,39877
,7-Jan,CH 1455,38233,31209
,7-Jan,CH 1456,49249,45491
,7-Jan,CH 1457,53889,46644
,7-Jan,CH 1458,42389,34050
,7-Jan,CH 1459,14844,13636
,7-Jan,CH 1460,28336,25292
,7-Jan,CH 1461,35918,30302
,7-Jan,CH 1462,44280,36258
,7-Jan,CH 1463,39021,33108
,7-Jan,CH 1464,2574,2421
,7-Jan,CH 1465,45595,42941
,7-Jan,CH 1466,31859,29759
,7-Jan,CH 1467,33277,27352
,7-Jan,CH 1468,39992,36631
,7-Jan,CH 1469,54927,51207
,7-Jan,CH 1470,17242,15939
,7-Jan,CH 1471,19031,17808
,7-Jan,CH 1472,43020,34943
,7-Jan,CH 1473,52528,47856
,7-Jan,CH 1474,30734,28600
,7-Jan,CH 1475,16696,15456
,7-Jan,CH 1476,29947,25358
,7-Jan,CH 1477,25740,22231
,7-Jan,CH 1478,35119,31952
,7-Jan,CH 1479,45620,41444
,7-Jan,CH 1480,41149,38405
,7-Jan,CH 1481,22707,21341
,7-Jan,CH 1482,12142,10761
,7-Jan,CH 1483,26013,23481
,7-Jan,CH 1484,17809,16449
,7-Jan,CH 1485,7535,6220
,7-Jan,CH 1486,45712,41489
,7-Jan,CH 1487,1641,1517
,7-Jan,CH 1488,37661,35475
,7-Jan,CH 1489,29493,25073
,7-Jan,CH 1490,21479,19331
,7-Jan,CH 1491,24048,22239
,7-Jan,CH 1492,32864,30636
,7-Jan,CH 1493,17946,16724
,7-Jan,CH 1494,45287,38315
,7-Jan,CH 1495,25601,23211
,7-Jan,CH 1496,48915,45837
,7-Jan,CH 1497,28085,24990
,7-Jan,CH 1498,20150,18398
,7-Jan,CH 1499,32857,29150
,7-Jan,CH 1500,13335,10749
,7-Jan,CH 1501,35083,29167
,7-Jan,CH 1502,22161,20120
,7-Jan,CH 1503,37744,32999
,7-Jan,CH 1504,17184,15864
,7-Jan,CH 1505,51092,44022
,7-Jan,CH 1506,41965,33781
,7-Jan,CH 1507,36154,30552
,7-Jan,CH 1508,26240,21299
,7-Jan,CH 1509,14887,13489
,7-Jan,CH 1510,36336,34434
,7-Jan,CH 1511,32437,28537
,7-Jan,CH 1512,54573,46889
,7-Jan,CH 1513,23551,20569
,7-Jan,CH 1514,38286,32914
,7-Jan,CH 1515,26608,24044
,7-Jan,CH 1516,44464,39388
,7-Jan,CH 1517,36748,29595
,7-Jan,CH 1518,44919,38976
,7-Jan,CH 1519,31228,27203
,7-Jan,CH 1520,31087,28727
,7-Jan,CH 1521,32422,26245
,7-Jan,CH 1522,19404,15911
,7-Jan,CH 1523,43468,40979
,7-Jan,CH 1524,26745,23669
,7-Jan,CH 1525,53951,50561
,7-Jan,CH 1526,36074,34106
,7-Jan,CH 1527,38288,34166
,7-Jan,CH 1528,26340,23341
,7-Jan,CH 1529,36515,29802
,7-Jan,CH 1530,12506,11553
,7-Jan,CH 1531,19243,18155
,7-Jan,CH 1532,44945,40719
,7-Jan,CH 1533,47644,40790
,7-Jan,CH 1534,17946,16930
,7-Jan,CH 1535,24469,22056
,7-Jan,CH 1536,37972,30663
,7-Jan,CH 1537,30356,26009
,7-Jan,CH 1538,23709,20404
,7-Jan,CH 1539,19776,18363
,7-Jan,CH 1540,49642,41000
,7-Jan,CH 1541,35857,34025
,7-Jan,CH 1542,45310,39863
,7-Jan,CH 1543,11865,10281
,7-Jan,CH 1544,41768,33944
,7-Jan,CH 1545,22894,20282
,7-Jan,CH 1546,35287,33090
,7-Jan,CH 1547,50350,44434
,7-Jan,CH 1548,44694,40404
,7-Jan,CH 1549,35865,31255
,7-Jan,CH 1550,28883,26978
,7-Jan,CH 1551,39549,37220
,7-Jan,CH 1552,45247,36203
,7-Jan,CH 1553,22041,17746
,7-Jan,CH 1554,47301,38297
,7-Jan,CH 1555,30957,24947
,7-Jan,CH 1556,56494,51562
,7-Jan,CH 1557,10294,8500
,7-Jan,CH 1558,49000,43556
,7-Jan,CH 1559,41741,38219
,7-Jan,CH 1560,52896,46346
,7-Jan,CH 1561,23068,21552
,7-Jan,CH 1562,37880,31033
,7-Jan,CH 1563,37581,33500
,7-Jan,CH 1564,37093,35127
,7-Jan,CH 1565,32743,30581
,7-Jan,CH 1566,42982,40680
,7-Jan,CH 1567,51147,46466
,7-Jan,CH 1568,38062,35787
,7-Jan,CH 1569,26478,24419
,7-Jan,CH 1570,37762,33088
,7-Jan,CH 1571,42961,40303
,7-Jan,CH 1572,39261,31636
,7-Jan,CH 1573,34763,32322
,7-Jan,CH 1574,33843,29727
,7-Jan,CH 1575,41962,39640
,7-Jan,CH 1576,43047,38550
,7-Jan,CH 1577,48336,42778
,7-Jan,CH 1578,22949,20425
,7-Jan,CH 1579,45672,40080
,7-Jan,CH 1580,37117,30630
,7-Jan,CH 1581,24100,19822
,7-Jan,CH 1582,33181,26710
,7-Jan,CH 1583,21328,18860
,7-Jan,CH 1584,27698,22759
,7-Jan,CH 1585,46791,38893
,7-Jan,CH 1586,42816,38179
,7-Jan,CH 1587,39003,34493
,7-Jan,CH 1588,48465,40438
,7-Jan,CH 1589,36825,30372
,7-Jan,CH 1590,39064,32492
,7-Jan,CH 1591,44674,40450
,7-Jan,CH 1592,23852,20863
,7-Jan,CH 1593,35102,28848
,7-Jan,CH 1594,29963,25582
,7-Jan,CH 1595,35602,33710
,7-Jan,CH 1596,23233,18625
,7-Jan,CH 1597,6304,5238
,7-Jan,CH 1598,28840,25991
,7-Jan,CH 1599,34276,31610
,7-Jan,CH 1600,15157,14129
,7-Jan,CH 1601,27858,24284
,7-Jan,CH 1602,39060,31822
,7-Jan,CH 1603,48287,40048
,7-Jan,CH 1604,31345,28051
,7-Jan,CH 1605,51827,49214
,7-Jan,CH 1606,34440,31570
,7-Jan,CH 1607,28774,26504
,7-Jan,CH 1608,42532,35987
,7-Jan,CH 1609,17898,15031
,7-Jan,CH 1610,39025,35548
,7-Jan,CH 1611,28032,25636
,7-Jan,CH 1612,50845,45291
,7-Jan,CH 1613,2935,2575
,7-Jan,CH 1614,7010,6642
,7-Jan,CH 1615,19,18
,7-Jan,CH 1616,42938,39567
,7-Jan,CH 1617,23880,22106
,7-Jan,CH 1618,20921,19487
,7-Jan,CH 1619,10554,8782
,7-Jan,CH 1620,17697,14737
,7-Jan,CH 1621,47087,40033
,7-Jan,CH 1622,28253,23864
,7-Jan,CH 1623,33078,26707
,7-Jan,CH 1624,22227,20680
,7-Jan,CH 1625,20629,19080
,7-Jan,CH 1626,28452,23314
,7-Jan,CH 1627,32945,31074
,7-Jan,CH 1628,19906,17242
,7-Jan,CH 1629,17213,15255
,7-Jan,CH 1630,14880,12793
,7-Jan,CH 1631,32661,26134
,7-Jan,CH 1632,44981,39823
,7-Jan,CH 1633,45569,39269
,7-Jan,CH 1634,26036,21309
,7-Jan,CH 1635,48634,45248
,7-Jan,CH 1636,34997,29609
,7-Jan,CH 1637,23822,22618
,7-Jan,CH 1638,22392,20486
,7-Jan,CH 1639,35152,30325
,7-Jan,CH 1640,36314,29950
,7-Jan,CH 1641,30734,28501
,7-Jan,CH 1642,17375,15292
,7-Jan,CH 1643,7333,6831
,7-Jan,CH 1644,50042,45281
,7-Jan,CH 1645,23349,21921
,7-Jan,CH 1646,49506,42275
,7-Jan,CH 1647,24645,22753
,7-Jan,CH 1648,7496,7014
,7-Jan,CH 1649,47518,39103
,7-Jan,CH 1650,23542,20441
,7-Jan,CH 1651,12382,11514
,7-Jan,CH 1652,17995,15880
,7-Jan,CH 1653,50139,44601
,7-Jan,CH 1654,33087,30943
,7-Jan,CH 1655,27790,23499
,7-Jan,CH 1656,23564,20026
,7-Jan,CH 1657,30854,28911
,7-Jan,CH 1658,13154,10605
,7-Jan,CH 1659,30470,27673
,7-Jan,CH 1660,36991,31454
,7-Jan,CH 1661,25677,21805
,7-Jan,CH 1662,40703,37479
,7-Jan,CH 1663,27589,22562
,7-Jan,CH 1664,17147,14584
,7-Jan,CH 1665,8840,8169
,7-Jan,CH 1666,35167,32579
,7-Jan,CH 1667,16800,15751
,7-Jan,CH 1668,31759,27919
,7-Jan,CH 1669,45485,36971
,7-Jan,CH 1670,55270,51859
,7-Jan,CH 1671,54329,44746
,7-Jan,CH 1672,25996,21290
,7-Jan,CH 1673,23576,19941
,7-Jan,CH 1674,33360,31478
,7-Jan,CH 1675,37910,34840
,7-Jan,CH 1676,34537,30486
,7-Jan,CH 1677,32485,27668
,7-Jan,CH 1678,20777,18412
,7-Jan,CH 1679,30319,25103
,7-Jan,CH 1680,43479,39938
,7-Jan,CH 1681,39543,31686
,7-Jan,CH 1682,14361,13174
,7-Jan,CH 1683,35485,33419
,7-Jan,CH 1684,28652,23540
,7-Jan,CH 1685,41682,33992
,7-Jan,CH 1686,14019,11541
,7-Jan,CH 1687,32503,28976
,7-Jan,CH 1688,21951,19966
,7-Jan,CH 1689,32486,28720
,7-Jan,CH 1690,2989,2505
,7-Jan,CH 1691,31291,27991
,7-Jan,CH 1692,26960,22182
,7-Jan,CH 1693,49268,41160
,7-Jan,CH 1694,20225,17539
,7-Jan,CH 1695,31617,26923
,7-Jan,CH 1696,40899,37444
,7-Jan,CH 1697,41523,34733
,7-Jan,CH 1698,33973,28623
,7-Jan,CH 1699,20270,18884
,7-Jan,CH 1700,44480,37564
,7-Jan,CH 1701,27234,23591
,7-Jan,CH 1702,27248,24456
,7-Jan,CH 1703,19097,16683
,7-Jan,CH 1704,34235,30041
,7-Jan,CH 1705,27843,23537
,7-Jan,CH 1706,50969,44044
,7-Jan,CH 1707,32555,26975
,7-Jan,CH 1708,35664,28641
,7-Jan,CH 1709,35517,31835
,7-Jan,CH 1710,17339,15416
,7-Jan,CH 1711,23350,19580
,7-Jan,CH 1712,23187,18837
,7-Jan,CH 1713,15716,12714
,7-Jan,CH 1714,39242,35535
,7-Jan,CH 1715,42721,36939
,7-Jan,CH 1716,20263,18655
,7-Jan,CH 1717,41735,38941
,7-Jan,CH 1718,21475,18793
,7-Jan,CH 1719,39459,32613
,7-Jan,CH 1720,28297,23699
,7-Jan,CH 1721,20991,19498
,7-Jan,CH 1722,5903,5462
,7-Jan,CH 1723,14232,11567
,7-Jan,CH 1724,33319,27650
,7-Jan,CH 1725,11180,9337
,7-Jan,CH 1726,43491,38546
,7-Jan,CH 1727,32285,30273
,7-Jan,CH 1728,48062,43958
,7-Jan,CH 1729,37371,32389
,7-Jan,CH 1730,30998,29264
,7-Jan,CH 1731,36944,32063
,7-Jan,CH 1732,34603,31069
