,,
,Mã Cửa Hàng,Tỉnh
,CH 5705,Dong Nai
,CH 5706,Dong Nai
,CH 5707,Dong Nai
,CH 5708,Dong Nai
,CH 5709,Dong Nai
,CH 5710,Dong Nai
,CH 5711,Dong Nai
,CH 5712,Dong Nai
,CH 5713,Dong Nai
,CH 5714,Dong Nai
,CH 5715,Dong Nai
,CH 5716,Dong Nai
,CH 5717,Dong Nai
,CH 5718,Dong Nai
,CH 5719,Dong Nai
,CH 5720,Dong Nai
,CH 5721,Dong Nai
,CH 5722,Dong Nai
,CH 5723,Dong Nai
,CH 5724,Dong Nai
,CH 5725,Dong Nai
,CH 5726,Dong Nai
,CH 5727,Dong Nai
,CH 5728,Dong Nai
,CH 5729,Dong Nai
,CH 5730,Dong Nai
,CH 5731,Dong Nai
,CH 5732,Dong Nai
,CH 5733,Dong Nai
,CH 5734,Dong Nai
,CH 5735,Dong Nai
,CH 5736,Dong Nai
,CH 5737,Dong Nai
,CH 5738,Dong Nai
,CH 5739,Dong Nai
,CH 5740,Dong Nai
,CH 5741,Dong Nai
,CH 5742,Dong Nai
,CH 5743,Dong Nai
,CH 5744,Dong Nai
,CH 5745,Dong Nai
,CH 5746,Dong Nai
,CH 5747,Dong Nai
,CH 5748,Dong Nai
,CH 5749,Dong Nai
,CH 5750,Dong Nai
,CH 5751,Dong Nai
,CH 5752,Dong Nai
,CH 5753,Dong Nai
,CH 5754,Dong Nai
,CH 5755,Dong Nai
,CH 5756,Dong Nai
,CH 5757,Dong Nai
,CH 5758,Dong Nai
,CH 5759,Dong Nai
,CH 5760,Dong Nai
,CH 5761,Dong Nai
,CH 5762,Dong Nai
,CH 5763,Dong Nai
,CH 5764,Dong Nai
,CH 5765,Dong Nai
,CH 5766,Dong Nai
,CH 5767,Dong Nai
,CH 5768,Dong Nai
,CH 5769,Dong Nai
,CH 5770,Dong Nai
,CH 5771,Dong Nai
,CH 5772,Dong Nai
,CH 5773,Dong Nai
,CH 5774,Dong Nai
,CH 5775,Dong Nai
,CH 5776,Dong Nai
,CH 5777,Dong Nai
,CH 5778,Dong Nai
,CH 5779,Dong Nai
,CH 5780,Dong Nai
,CH 5781,Dong Nai
,CH 5782,Dong Nai
,CH 5783,Dong Nai
,CH 5784,Dong Nai
,CH 5785,Dong Nai
,CH 5786,Dong Nai
,CH 5787,Dong Nai
,CH 5788,Dong Nai
,CH 5789,Dong Nai
,CH 5790,Dong Nai
,CH 5791,Dong Nai
,CH 5792,Dong Nai
,CH 5793,Dong Nai
,CH 5794,Dong Nai
,CH 5795,Dong Nai
,CH 5796,Dong Nai
,CH 5797,Dong Nai
,CH 5798,Dong Nai
,CH 5799,Dong Nai
,CH 5800,Dong Nai
,CH 5801,Dong Nai
,CH 5802,Dong Nai
,CH 5803,Dong Nai
,CH 5804,Dong Nai
,CH 5805,Dong Nai
,CH 5806,Dong Nai
,CH 5807,Dong Nai
,CH 5808,Dong Nai
,CH 5809,Dong Nai
,CH 5810,Dong Nai
,CH 5811,Thua Thien Hue
,CH 5812,Ha Noi
,CH 5813,Nghe An
,CH 5814,Nghe An
,CH 5815,Thanh Hoa
,CH 5816,Ha Tinh
,CH 5817,Hoa Binh
,CH 5818,Hoa Binh
,CH 5819,Phu Tho
,CH 5820,Son La
,CH 5821,Yen Bai
,CH 5822,Yen Bai
,CH 5823,Yen Bai
,CH 5824,Dak Lak
,CH 5825,Khanh Hoa
,CH 5826,Khanh Hoa
,CH 5827,Binh Duong
,CH 5828,Ho Chi Minh
,CH 5829,Ho Chi Minh
,CH 5830,Ho Chi Minh
,CH 5831,Ho Chi Minh
,CH 5832,Ho Chi Minh
,CH 5833,Ho Chi Minh
,CH 5834,Ho Chi Minh
,CH 5835,Ho Chi Minh
,CH 5836,Ho Chi Minh
,CH 5837,Ho Chi Minh
,CH 5838,Ho Chi Minh
,CH 5839,Ho Chi Minh
,CH 5840,Ho Chi Minh
,CH 5841,Ho Chi Minh
,CH 5842,Ho Chi Minh
,CH 5843,Ho Chi Minh
,CH 5844,Ho Chi Minh
,CH 5845,Ho Chi Minh
,CH 5846,Ho Chi Minh
,CH 5847,Ho Chi Minh
,CH 5848,Ho Chi Minh
,CH 5849,Ho Chi Minh
,CH 5850,Ho Chi Minh
,CH 5851,Ho Chi Minh
,CH 5852,Ho Chi Minh
,CH 5853,Ho Chi Minh
,CH 5854,Ho Chi Minh
,CH 5855,Ho Chi Minh
,CH 5856,Ba Ria Vung Tau
,CH 5857,Ba Ria Vung Tau
,CH 5858,Ba Ria Vung Tau
,CH 5859,Ba Ria Vung Tau
,CH 5860,Ba Ria Vung Tau
,CH 5861,Ba Ria Vung Tau
,CH 5862,Ba Ria Vung Tau
,CH 5863,Ba Ria Vung Tau
,CH 5864,Ba Ria Vung Tau
,CH 5865,Ba Ria Vung Tau
,CH 5866,Ba Ria Vung Tau
,CH 5867,Binh Phuoc
,CH 5868,Binh Phuoc
,CH 5869,Binh Thuan
,CH 5870,Binh Thuan
,CH 5871,Binh Thuan
,CH 5872,Ninh Thuan
,CH 5873,Ben Tre
,CH 5874,Kien Giang
,CH 5875,Kien Giang
,CH 5876,Kien Giang
,CH 5877,Kien Giang
,CH 5878,Kien Giang
,CH 5879,An Giang
,CH 5880,Dong Thap
,CH 5881,Long An
,CH 5882,Ho Chi Minh
,CH 5883,An Giang
,CH 5884,Ho Chi Minh
,CH 5885,Dong Nai
,CH 5886,Dong Nai
,CH 5887,Dong Nai
,CH 5888,Hai Duong
,CH 5889,Thanh Hoa
,CH 5890,Nghe An
,CH 5891,Thanh Hoa
,CH 5892,Thanh Hoa
,CH 5893,Thanh Hoa
,CH 5894,Binh Duong
,CH 5895,Phu Tho
,CH 5896,Khanh Hoa
,CH 5897,Hai Duong
,CH 5898,Nghe An
,CH 5899,Thai Nguyen
,CH 5900,Ha Noi
,CH 5901,Nghe An
,CH 5902,Ha Noi
,CH 5903,Thanh Hoa
,CH 5904,Hai Duong
,CH 5905,Khanh Hoa
,CH 5906,Ha Noi
,CH 5907,Khanh Hoa
,CH 5908,Ha Noi
,CH 5909,Hai Duong
,CH 5910,Quang Binh
,CH 5911,Ha Noi
,CH 5912,Ben Tre
,CH 5913,Ha Noi
,CH 5914,Khanh Hoa
,CH 5915,Ha Noi
,CH 5916,Binh Thuan
,CH 5917,Ho Chi Minh
